Dataset ID	Dataset	Type	Study ID	Study	name	FilePath	Checksum	Assay ID	Assay Name	Assay Producer	Instrument Name	Instrument Model	Sample ID	Sample	Organism	Material Type	Sample[Altitude (m)]	Sample[BioSamples Acc.]	Sample[Collection Depth (m)]	Sample[Country and/or Sea]	Sample[Latitude]	Sample[Longitude]	Sample[Sampling Design Label]	Channel Name 1	Channel Visualized Entity Name 1	Channel Visualized Entity Type 1	Channel Label 1	Channel Probe Name 1	Channel Probe Type 1	Channel Name 2	Channel Visualized Entity Name 2	Channel Visualized Entity Type 2	Channel Label 2	Channel Probe Name 2	Channel Probe Type 2	Channel Name 3	Channel Visualized Entity Name 3	Channel Visualized Entity Type 3	Channel Label 3	Channel Probe Name 3	Channel Probe Type 3	Channel Name 4	Channel Visualized Entity Name 4	Channel Visualized Entity Type 4	Channel Label 4	Channel Probe Name 4	Channel Probe Type 4
a08d246f-dd1a-4dda-b539-09688b235dc9	PK2_BAR_10to40_20240316_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240316_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240316/PK2_BAR_10to40_20240316_AM_01.czi	7c33779b81970a20da637ef568c36ad1	1256fc43-5f55-4710-90b9-0d23380224f3	TREC Plankton Scans BAR 20240316 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	eaa9ce8a-4770-410e-bb1d-e37419c461e5	BAR_20240316_AM_10to40_bottle-2	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639914	0	Spain	41.3679	2.2198	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
ce2cc1ad-ace7-4a51-9495-95e3ca829829	PK2_BAR_10to40_20240316_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240316_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240316/PK2_BAR_10to40_20240316_PM_01.czi	9796ff5eca8f6531ef0353096ee1b0df	1256fc43-5f55-4710-90b9-0d23380224f3	TREC Plankton Scans BAR 20240316 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	3d4f118a-677f-41a8-8b76-4542c387d6ee	BAR_20240316_PM_10to40_bottle-5	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639879	0	Spain	41.3662	2.2216	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
9f8109c8-bf93-41c3-a620-6b8c823bc0b9	PK2_BAR_10to40_20240318_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240318_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240318/PK2_BAR_10to40_20240318_AM_01.czi	a40924394979c54001f8ae192b894dde	0a1a4abc-2cb3-4ac4-a836-fd1008eed86c	TREC Plankton Scans BAR 20240318 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	32f447dd-7b4e-4ded-ad74-892ba2e09eca	BAR_20240318_AM_10to40_bottle-2	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639909	0	Spain	41.3684	2.221	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
daf72c98-4b53-4a9d-b307-da726caf342e	PK2_BAR_10to40_20240318_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240318_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240318/PK2_BAR_10to40_20240318_PM_01.czi	737e0ad5196a4ba1120292c4a83f8819	0a1a4abc-2cb3-4ac4-a836-fd1008eed86c	TREC Plankton Scans BAR 20240318 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	9e070081-009d-4d5f-b1a6-4301080da571	BAR_20240318_PM_10to40_bottle-D	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639887	0	Spain	41.3683	2.2208	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
ad0bbcdf-d34c-458d-9728-8b81f54ec527	PK2_BAR_10to40_20240319_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240319_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240319/PK2_BAR_10to40_20240319_AM_01.czi	9bd73f45646b9c1e165f3fa82cedc14f	6b930205-5405-4b51-bed7-7dd71af4c13a	TREC Plankton Scans BAR 20240319 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	74731311-086a-490d-b3f4-326c0a7c1d1a	BAR_20240319_AM_10to40_bottle-2	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639948	0	Spain	41.3681	2.2202	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
dc4459f1-488e-42da-83fb-f20e41e78c03	PK2_BAR_10to40_20240319_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240319_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240319/PK2_BAR_10to40_20240319_PM_01.czi	9b57ced84574d8cb302d7f6cbecd2543	6b930205-5405-4b51-bed7-7dd71af4c13a	TREC Plankton Scans BAR 20240319 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	8d0279c8-be3a-4f42-8393-fe10d54544e3	BAR_20240319_PM_10to40_bottle-4	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639943	0	Spain	41.3681	2.2202	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
aa534a90-68d8-4560-98f8-743f9412f8e5	PK2_BAR_10to40_20240320_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240320_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240320/PK2_BAR_10to40_20240320_AM_01.czi	64efeef69599a705366cf50ebba86370	dc5ce5f9-a2ba-46a6-9a37-888e28df40d9	TREC Plankton Scans BAR 20240320 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	c1287a36-866e-4de1-87ab-7c329e9627b9	BAR_20240320_AM_10to40_bottle-8	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639958	0	Spain	41.4152	2.2672	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
b566f5b3-d883-4eef-a68b-de441b02c58d	PK2_BAR_10to40_20240320_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240320_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240320/PK2_BAR_10to40_20240320_PM_01.czi	8c12fe4c0a463c63cfcfd06df6ef1e7a	dc5ce5f9-a2ba-46a6-9a37-888e28df40d9	TREC Plankton Scans BAR 20240320 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	ee3665d6-bafd-4015-bb92-956f7e718e8d	BAR_20240320_PM_10to40_bottle-5	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639930	0	Spain	41.3685	2.2207	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
d6f758c5-f3a4-47e4-8e1b-7537594d6ad3	PK2_BAR_10to40_20240321_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240321_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240321/PK2_BAR_10to40_20240321_PM_01.czi	d7895c7f8b0964cced79247560389ce8	1333c33b-fd88-4ccd-bf36-a943f4c3bb45	TREC Plankton Scans BAR 20240321 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	6d8c0cf9-1888-4f22-948d-600c6d28a87c	BAR_20240321_PM_10to40_bottle-8	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639868	0	Spain	41.3679	2.2205	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
8f2cdc5e-069c-4541-a814-a247d23bbb60	PK2_BAR_10to40_20240322_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_10to40_20240322_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240322/PK2_BAR_10to40_20240322_PM_01.czi	f84356e22f94880b959538d2776eb186	39b1fdce-cb41-424e-ab89-2285eae2d832	TREC Plankton Scans BAR 20240322 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	4211b220-d06d-4b61-a8d7-e07794e80569	BAR_20240322_PM_10to40_bottle-12	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639874	0	Spain	41.3686	2.2212	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
98f2c973-f821-47e5-991a-0c21fcc36005	PK2_BAR_150to500_20240311_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240311_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240311/PK2_BAR_150to500_20240311_PM_01.czi	355dd98484fa8e27e17843fa660d817e	9ede788a-b7c2-4e04-808c-395a1b4ed814	TREC Plankton Scans BAR 20240311 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	efce8638-7de9-4194-96de-746d940f2ce9	BAR_20240311_PM_150to500_bottle-3	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639971	0	Spain	41.36778	2.22139	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
17429300-727f-4c96-a87a-0393034375b2	PK2_BAR_150to500_20240312_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240312_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240312/PK2_BAR_150to500_20240312_AM_01.czi	58d5f42e3edc5aee1268ec992f969214	4cf1aae9-841a-43a7-a802-5fe79cb99d6d	TREC Plankton Scans BAR 20240312 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	c578dce3-d5d1-43be-8645-78a609defe4c	BAR_20240312_AM_150to500_bottle-7	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639969	0	Spain	41.36778	2.22139	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
b7ba94e5-8ddc-4628-b968-f7fc897d3413	PK2_BAR_150to500_20240313_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240313_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240313/PK2_BAR_150to500_20240313_AM_01.czi	5e5bb3537a57ef270bf0522d09008404	a27cbf35-64bc-4218-9e66-84751d74c09e	TREC Plankton Scans BAR 20240313 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	8a6535ee-0dcb-4f03-a73e-5cbc25c4e559	BAR_20240313_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639925	0	Spain	41.37667	2.22111	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
ccefa4de-6e3b-4572-8eb9-cbe18f7d0771	PK2_BAR_150to500_20240313_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240313_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240313/PK2_BAR_150to500_20240313_PM_01.czi	7f87d49e8e242274a3fa00141f2df3f3	a27cbf35-64bc-4218-9e66-84751d74c09e	TREC Plankton Scans BAR 20240313 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	d71454ab-551b-4c5a-bb27-62de2d143d02	BAR_20240313_PM_150to500_bottle-4	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639961	0	Spain	41.37667	2.22111	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
d4b7e740-f3e7-4329-9d62-247910b3bb84	PK2_BAR_150to500_20240314_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240314_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240314/PK2_BAR_150to500_20240314_AM_01.czi	440cfb122ec1e694584ea39bcfb443c6	4873778e-377d-4862-8fc3-5695fe7e66cd	TREC Plankton Scans BAR 20240314 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	cd72fe9a-0d2c-4c15-afd6-91e237b5b626	BAR_20240314_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639982	0	Spain	41.3717	2.2243	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
e9bf519e-3eab-4fbd-a033-d96673b8ad6f	PK2_BAR_150to500_20240314_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240314_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240314/PK2_BAR_150to500_20240314_PM_01.czi	0717efa7531b32ae027f63979b28d991	4873778e-377d-4862-8fc3-5695fe7e66cd	TREC Plankton Scans BAR 20240314 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	87e354c7-19ed-4792-b009-25b488bafd29	BAR_20240314_PM_150to500_bottle-3'	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639899	0	Spain	41.3692	2.2214	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
c48b3470-855d-4967-a1ac-1119e4cec515	PK2_BAR_150to500_20240315_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240315_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240315/PK2_BAR_150to500_20240315_AM_01.czi	0f9d26858e04add70fec899255646350	a508b7bf-b04b-4b77-ac14-db5010fcd5aa	TREC Plankton Scans BAR 20240315 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	e86dce48-a18b-4cbb-9191-4e1f564f4db6	BAR_20240315_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639893	0	Spain	41.3679	2.2198	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
eb508ce6-fd99-429f-901b-a80807882f66	PK2_BAR_150to500_20240316_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240316_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240316/PK2_BAR_150to500_20240316_AM_01.czi	483700806d414d0a80bd01c7080daa82	1256fc43-5f55-4710-90b9-0d23380224f3	TREC Plankton Scans BAR 20240316 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	dbe6cc7d-cec7-44c7-9190-2aba887698fc	BAR_20240316_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639917	0	Spain	41.3679	2.2198	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
7a5218e2-cd94-44e8-9f72-ab6a150eaf9b	PK2_BAR_150to500_20240316_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240316_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240316/PK2_BAR_150to500_20240316_PM_01.czi	7c4e7a5b2bea2ca46521c6304f112708	1256fc43-5f55-4710-90b9-0d23380224f3	TREC Plankton Scans BAR 20240316 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	c694ed00-6620-4742-9180-d884a2b93b40	BAR_20240316_PM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639877	0	Spain	41.3662	2.2216	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
8b10c51b-bebc-4abb-b682-1189f617e285	PK2_BAR_150to500_20240318_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240318_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240318/PK2_BAR_150to500_20240318_AM_01.czi	8c02a79e1dd8d9bc15dd113fe9bd2fb0	0a1a4abc-2cb3-4ac4-a836-fd1008eed86c	TREC Plankton Scans BAR 20240318 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	4577759d-325b-494e-88c6-e2a033e1ea22	BAR_20240318_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639908	0	Spain	41.3684	2.221	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
181dd985-390d-4f69-ba65-08d1fbdd9667	PK2_BAR_150to500_20240319_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240319_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240319/PK2_BAR_150to500_20240319_AM_01.czi	c856c8eaa066cc1bbb358f0c01191925	6b930205-5405-4b51-bed7-7dd71af4c13a	TREC Plankton Scans BAR 20240319 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	314cd860-f10b-4a6e-b852-ed311e8101ee	BAR_20240319_AM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639947	0	Spain	41.3681	2.2202	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
f709b620-24a6-4c94-a9b4-8ed16cf1dac5	PK2_BAR_150to500_20240319_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240319_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240319/PK2_BAR_150to500_20240319_PM_01.czi	2a3c4b97893259ea75ba5109b02c141b	6b930205-5405-4b51-bed7-7dd71af4c13a	TREC Plankton Scans BAR 20240319 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	3a75ace7-5b70-4e27-b9dc-9069b8202081	BAR_20240319_PM_150to500_bottle-T	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639941	0	Spain	41.3681	2.2202	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
bac93afd-53f5-46de-a670-3a33cf64ae91	PK2_BAR_150to500_20240320_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240320_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240320/PK2_BAR_150to500_20240320_AM_01.czi	6cf01254e75487263c03f62e02643068	dc5ce5f9-a2ba-46a6-9a37-888e28df40d9	TREC Plankton Scans BAR 20240320 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	8ef259bc-4c01-475c-8052-98aad6297e97	BAR_20240320_AM_150to500_bottle-9	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639954	0	Spain	41.4152	2.2672	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
d264eec6-8f0e-4067-8075-a22729b6307c	PK2_BAR_150to500_20240320_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240320_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240320/PK2_BAR_150to500_20240320_PM_01.czi	071e8ff399e02540057497f8dbabb055	dc5ce5f9-a2ba-46a6-9a37-888e28df40d9	TREC Plankton Scans BAR 20240320 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	63962724-a27c-4c50-83e7-d8e20f0cc6d0	BAR_20240320_PM_150to500_bottle-D	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117639928	0	Spain	41.3685	2.2207	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
92407b64-e1ac-4380-a942-63ecfbcc8123	PK2_BAR_150to500_20240321_AM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240321_AM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240321/PK2_BAR_150to500_20240321_AM_01.czi	a6d01a5bdb502e2c80679cda774aa9fb	1333c33b-fd88-4ccd-bf36-a943f4c3bb45	TREC Plankton Scans BAR 20240321 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	f21c6c4e-7919-4cdd-837e-0ae7c025b073	BAR_20240321_AM_150to500_bottle-D	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117572550	0	Spain	41.3726	2.2561	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
d22dee26-1767-43f0-b32f-f9edf10adcb5	PK2_BAR_150to500_20240321_PM_01	generic	156d00db-f758-4ff9-ab9a-2130cf2d0d38	Live Confocal Super Plankton	PK2_BAR_150to500_20240321_PM_01.czi	/g/mobilelab/LabID/Data/Assay/light_microscopy/2024/TREC_STOP_31_Barcelona_LSM900_20240321/PK2_BAR_150to500_20240321_PM_01.czi	e6c5cdfdd01e43220a22bd9bd41563b4	1333c33b-fd88-4ccd-bf36-a943f4c3bb45	TREC Plankton Scans BAR 20240321 LSM900		AML-Zeiss LSM 900	ALMF-Zeiss LSM 900	40ec762d-a668-4d65-a0d0-dddf09b90aa8	BAR_20240321_PM_150to500_bottle-10	marine plankton environmental sample	whole organism	not provided	https://www.ebi.ac.uk/biosamples/samples/SAMEA117572556	0	Spain	41.3679	2.2205	031-01-00-000	Hoechst	DNA and surface structures (teca)	DNA	Hoechst33342			ChloA	Chlorophyll A autofluorescence	Chloroplast				T-PMT	None					PE	Phycoerythrin autofluorescence				
